"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IQ.CPA.IRAI.XQ","Índice de asignación de recursos de la AIF (1 =bajo a 6 = alto)","El índice de asignación de recursos de la AIF se obtiene calculando la calificación promedio de cada grupo, para luego promediar dichos puntajes.  Para cada uno de los 16 criterios, los países se clasifican en una escala del 1 (bajo) al 6 (alto). ","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.HRES.XQ"," Calificación de formación de recursos humanos de las Evaluaciones de las políticas e instituciones nacionales: CPIA (1=bajo a 6=alto)","La formación de recursos humanos evalúa las políticas nacionales y la prestación de servicios de los sectores público y privado que afectan el acceso a los servicios de salud y educación, como también su calidad, lo cual incluye la prevención y el tratamiento del VIH/SIDA, la tuberculosis y el paludismo.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.GNDR.XQ","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","La igualdad de género evalúa el grado en que el país ha instaurado instituciones y programas que cumplan con las leyes y las políticas orientadas a promover el acceso de hombres y mujeres por igual a la educación, la salud, la economía y la protección de acuerdo con la ley.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.FISP.XQ","Calificación de la política fiscal de la CPIA (1=bajo a 6=alto)","La política fiscal evalúa la sostenibilidad a corto y mediano plazo de la política fiscal (tomando en cuenta tanto la política monetaria y cambiaria como la sostenibilidad de la deuda pública) y su repercusión en el crecimiento.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.FINS.XQ","Calificación del sector financiero de la CPIA (1=bajo a 6=alto)","El sector financiero evalúa la estructura del sector financiero y de las políticas y las disposiciones que lo afectan.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.FINQ.XQ","Calificación de calidad de gestión financiera y presupuestaria de la CPIA (1=bajo a 6=alto)","La calidad de gestión financiera y presupuestaria evalúa hasta qué punto existe un presupuesto exhaustivo y creíble vinculado a las prioridades de las políticas, sistemas efectivos de gestión financiera, y contabilidad e informes fiscales precisos y puntuales, lo que incluye cuentas públicas auditadas y en tiempo. ","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.ENVR.XQ","Calificación de políticas e instituciones para la sostenibilidad ambiental de la CPIA (1=bajo a 6=alto)","Las políticas y las instituciones para la sostenible ambiental evalúan la medida en que las políticas ambientales promueven la protección y el uso sustentable de los recursos naturales, así como la gestión de la polución.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.ECON.XQ","Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto)","El grupo de gestión económica incluye la gestión macroeconómica, la política fiscal y las políticas de deuda.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.DEBT.XQ","Calificación de las políticas de deuda de la CPIA (1=bajo a 6=alto)","Las políticas de deuda evalúan si la estrategia de gestión de la deuda resulta conducente para minimizar los riesgos presupuestarios y asegurar la sostenibilidad de la deuda a largo plazo.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.BREG.XQ","Calificación del ámbito regulador empresarial  de la CPIA (1=bajo a 6=alto)","El ámbito regulador empresarial evalúa el grado en que los entornos legales, reglamentarios y de políticas promueven o dificultan que las empresas privadas inviertan, creen puestos de trabajo y se  tornen más productivas.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"DT.NFL.UNDP.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, PNUD (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNCR.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, ACNUR (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
